ID,ANIO,MES,TIPO_INCIDENTE,TIPO_DETALLE,COD_LOCALIDAD,LOCALIDAD,COD_UPZ,UPZ,CANT_INCIDENTES
20150912UPZ98905,2015,9,905,ATRACO / HURTO EN PROCESO,12,BARRIOS UNIDOS,UPZ98,LOS ALCAZARES,142
20150913UPZ100904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ100,GALERIAS,51
20150913UPZ100905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ100,GALERIAS,157
20150913UPZ101904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ101,TEUSAQUILLO,54
20150913UPZ101905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ101,TEUSAQUILLO,123
20150913UPZ104904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ104,PARQUE SIMON BOLIVAR - CAN,16
20150913UPZ104905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ104,PARQUE SIMON BOLIVAR - CAN,39
20150913UPZ106904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ106,LA ESMERALDA,14
20150913UPZ106905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ106,LA ESMERALDA,46
20150913UPZ107904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ107,QUINTA PAREDES,16
20150913UPZ107905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ107,QUINTA PAREDES,45
20150913UPZ109904,2015,9,904,HURTO EFECTUADO,13,TEUSAQUILLO,UPZ109,CIUDAD SALITRE ORIENTAL,4
20150913UPZ109905,2015,9,905,ATRACO / HURTO EN PROCESO,13,TEUSAQUILLO,UPZ109,CIUDAD SALITRE ORIENTAL,16
20150914UPZ102904,2015,9,904,HURTO EFECTUADO,14,LOS MÁRTIRES,UPZ102,LA SABANA,61
20150914UPZ102905,2015,9,905,ATRACO / HURTO EN PROCESO,14,LOS MÁRTIRES,UPZ102,LA SABANA,211
20150914UPZ37904,2015,9,904,HURTO EFECTUADO,14,LOS MÁRTIRES,UPZ37,SANTA ISABEL,41
20150914UPZ37905,2015,9,905,ATRACO / HURTO EN PROCESO,14,LOS MÁRTIRES,UPZ37,SANTA ISABEL,103
20150915UPZ35904,2015,9,904,HURTO EFECTUADO,15,ANTONIO NARIÑO,UPZ35,CIUDAD JARDIN,24
20150915UPZ35905,2015,9,905,ATRACO / HURTO EN PROCESO,15,ANTONIO NARIÑO,UPZ35,CIUDAD JARDIN,63
20150915UPZ38904,2015,9,904,HURTO EFECTUADO,15,ANTONIO NARIÑO,UPZ38,RESTREPO,56
20150915UPZ38905,2015,9,905,ATRACO / HURTO EN PROCESO,15,ANTONIO NARIÑO,UPZ38,RESTREPO,135
20150916UPZ108904,2015,9,904,HURTO EFECTUADO,16,PUENTE ARANDA,UPZ108,ZONA INDUSTRIAL,32
20150916UPZ108905,2015,9,905,ATRACO / HURTO EN PROCESO,16,PUENTE ARANDA,UPZ108,ZONA INDUSTRIAL,80
20150916UPZ111904,2015,9,904,HURTO EFECTUADO,16,PUENTE ARANDA,UPZ111,PUENTE ARANDA,21
20150916UPZ111905,2015,9,905,ATRACO / HURTO EN PROCESO,16,PUENTE ARANDA,UPZ111,PUENTE ARANDA,34
20150916UPZ40904,2015,9,904,HURTO EFECTUADO,16,PUENTE ARANDA,UPZ40,CIUDAD MONTES,52
20150916UPZ40905,2015,9,905,ATRACO / HURTO EN PROCESO,16,PUENTE ARANDA,UPZ40,CIUDAD MONTES,164
20150916UPZ41904,2015,9,904,HURTO EFECTUADO,16,PUENTE ARANDA,UPZ41,MUZU,25
20150916UPZ41905,2015,9,905,ATRACO / HURTO EN PROCESO,16,PUENTE ARANDA,UPZ41,MUZU,82
20150916UPZ43904,2015,9,904,HURTO EFECTUADO,16,PUENTE ARANDA,UPZ43,SAN RAFAEL,59
20150916UPZ43905,2015,9,905,ATRACO / HURTO EN PROCESO,16,PUENTE ARANDA,UPZ43,SAN RAFAEL,157
20150917UPZ94904,2015,9,904,HURTO EFECTUADO,17,CANDELARIA,UPZ94,LA CANDELARIA,28
20150917UPZ94905,2015,9,905,ATRACO / HURTO EN PROCESO,17,CANDELARIA,UPZ94,LA CANDELARIA,79
20150918UPZ36904,2015,9,904,HURTO EFECTUADO,18,RAFAEL URIBE URIBE,UPZ36,SAN JOSE,16
20150918UPZ36905,2015,9,905,ATRACO / HURTO EN PROCESO,18,RAFAEL URIBE URIBE,UPZ36,SAN JOSE,113
20150918UPZ39904,2015,9,904,HURTO EFECTUADO,18,RAFAEL URIBE URIBE,UPZ39,QUIROGA,48
20150918UPZ39905,2015,9,905,ATRACO / HURTO EN PROCESO,18,RAFAEL URIBE URIBE,UPZ39,QUIROGA,151
20150918UPZ53904,2015,9,904,HURTO EFECTUADO,18,RAFAEL URIBE URIBE,UPZ53,MARCO FIDEL SUAREZ,8
20150918UPZ53905,2015,9,905,ATRACO / HURTO EN PROCESO,18,RAFAEL URIBE URIBE,UPZ53,MARCO FIDEL SUAREZ,59
20150918UPZ54904,2015,9,904,HURTO EFECTUADO,18,RAFAEL URIBE URIBE,UPZ54,MARRUECOS,34
20150918UPZ54905,2015,9,905,ATRACO / HURTO EN PROCESO,18,RAFAEL URIBE URIBE,UPZ54,MARRUECOS,109
20150918UPZ55904,2015,9,904,HURTO EFECTUADO,18,RAFAEL URIBE URIBE,UPZ55,DIANA TURBAY,18
20150918UPZ55905,2015,9,905,ATRACO / HURTO EN PROCESO,18,RAFAEL URIBE URIBE,UPZ55,DIANA TURBAY,83
20150919UPR3904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,9
20150919UPR3905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,74
20150919UPZ63904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ63,EL MOCHUELO,2
20150919UPZ63905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ63,EL MOCHUELO,8
20150919UPZ64904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ64,MONTE BLANCO,2
20150919UPZ64905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ64,MONTE BLANCO,5
20150919UPZ65904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ65,ARBORIZADORA,21
20150919UPZ65905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ65,ARBORIZADORA,38
20150919UPZ66904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ66,SAN FRANCISCO,24
20150919UPZ66905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ66,SAN FRANCISCO,56
20150919UPZ67904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ67,LUCERO,36
20150919UPZ67905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ67,LUCERO,115
20150919UPZ68904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ68,EL TESORO,18
20150919UPZ68905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ68,EL TESORO,56
20150919UPZ69904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ69,ISMAEL PERDOMO,42
20150919UPZ69905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ69,ISMAEL PERDOMO,92
20150919UPZ70904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ70,JERUSALEM,30
20150919UPZ70905,2015,9,905,ATRACO / HURTO EN PROCESO,19,CIUDAD BOLÍVAR,UPZ70,JERUSALEM,60
20150919UPZ999904,2015,9,904,HURTO EFECTUADO,19,CIUDAD BOLÍVAR,UPZ999,SIN LOCALIZACION,1
20150999-904,2015,9,904,HURTO EFECTUADO,99,SIN LOCALIZACION,-,-,9
20150999-905,2015,9,905,ATRACO / HURTO EN PROCESO,99,SIN LOCALIZACION,-,-,15
20151001UPZ10904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ10,LA URIBE,24
20151001UPZ10905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ10,LA URIBE,95
20151001UPZ11904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ11,SAN CRISTOBAL NORTE,30
20151001UPZ11905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ11,SAN CRISTOBAL NORTE,81
20151001UPZ12904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ12,TOBERIN,25
20151001UPZ12905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ12,TOBERIN,81
20151001UPZ13904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ13,LOS CEDROS,47
20151001UPZ13905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ13,LOS CEDROS,142
20151001UPZ14904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ14,USAQUEN,27
20151001UPZ14905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ14,USAQUEN,42
20151001UPZ15904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ15,COUNTRY CLUB,9
20151001UPZ15905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ15,COUNTRY CLUB,22
20151001UPZ16904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ16,SANTA BARBARA,38
20151001UPZ16905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ16,SANTA BARBARA,108
20151001UPZ1904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ1,PASEO DE LOS LIBERTADORES,2
20151001UPZ1905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ1,PASEO DE LOS LIBERTADORES,8
20151001UPZ9904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ9,VERBENAL,28
20151001UPZ9905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ9,VERBENAL,101
20151001UPZ999904,2015,10,904,HURTO EFECTUADO,1,USAQUÉN,UPZ999,SIN LOCALIZACION,2
20151001UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,1,USAQUÉN,UPZ999,SIN LOCALIZACION,1
20151002UPZ88904,2015,10,904,HURTO EFECTUADO,2,CHAPINERO,UPZ88,EL REFUGIO,16
20151002UPZ88905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ88,EL REFUGIO,31
20151002UPZ89905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ89,SAN ISIDRO - PATIOS,2
20151002UPZ90904,2015,10,904,HURTO EFECTUADO,2,CHAPINERO,UPZ90,PARDO RUBIO,27
20151002UPZ90905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ90,PARDO RUBIO,67
20151002UPZ97904,2015,10,904,HURTO EFECTUADO,2,CHAPINERO,UPZ97,CHICO LAGO,73
20151002UPZ97905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ97,CHICO LAGO,179
20151002UPZ99904,2015,10,904,HURTO EFECTUADO,2,CHAPINERO,UPZ99,CHAPINERO,49
20151002UPZ99905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ99,CHAPINERO,139
20151002UPZ999904,2015,10,904,HURTO EFECTUADO,2,CHAPINERO,UPZ999,SIN LOCALIZACION,4
20151002UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,2,CHAPINERO,UPZ999,SIN LOCALIZACION,27
20151003UPZ91904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ91,SAGRADO CORAZON,22
20151003UPZ91905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ91,SAGRADO CORAZON,63
20151003UPZ92904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ92,LA MACARENA,5
20151003UPZ92905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ92,LA MACARENA,44
20151003UPZ93904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ93,LAS NIEVES,67
20151003UPZ93905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ93,LAS NIEVES,295
20151003UPZ95904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ95,LAS CRUCES,8
20151003UPZ95905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ95,LAS CRUCES,43
20151003UPZ96904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ96,LOURDES,10
20151003UPZ96905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ96,LOURDES,33
20151003UPZ999904,2015,10,904,HURTO EFECTUADO,3,SANTA FE,UPZ999,SIN LOCALIZACION,2
20151003UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,3,SANTA FE,UPZ999,SIN LOCALIZACION,20
20151004UPZ32904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ32,SAN BLAS,26
20151004UPZ32905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ32,SAN BLAS,74
20151004UPZ33904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ33,SOSIEGO,13
20151004UPZ33905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ33,SOSIEGO,61
20151004UPZ34904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ34,20 DE JULIO,41
20151004UPZ34905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ34,20 DE JULIO,105
20151004UPZ50904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ50,LA GLORIA,33
20151004UPZ50905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ50,LA GLORIA,96
20151004UPZ51904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ51,LOS LIBERTADORES,18
20151004UPZ51905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ51,LOS LIBERTADORES,52
20151004UPZ95905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ95,LAS CRUCES,2
20151004UPZ999904,2015,10,904,HURTO EFECTUADO,4,SAN CRISTÓBAL,UPZ999,SIN LOCALIZACION,18
20151004UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,4,SAN CRISTÓBAL,UPZ999,SIN LOCALIZACION,85
20151005UPR3904,2015,10,904,HURTO EFECTUADO,5,USME,UPR3,UPR RIO TUNJUELO,13
20151005UPR3905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPR3,UPR RIO TUNJUELO,79
20151005UPZ52904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ52,LA FLORA,9
20151005UPZ52905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ52,LA FLORA,12
20151005UPZ56904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ56,DANUBIO,3
20151005UPZ56905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ56,DANUBIO,18
20151005UPZ57904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ57,GRAN YOMASA,24
20151005UPZ57905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ57,GRAN YOMASA,92
20151005UPZ58904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ58,COMUNEROS,19
20151005UPZ58905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ58,COMUNEROS,54
20151005UPZ59904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ59,ALFONSO LOPEZ,19
20151005UPZ59905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ59,ALFONSO LOPEZ,29
20151005UPZ61904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ61,CIUDAD USME,3
20151005UPZ61905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ61,CIUDAD USME,14
20151005UPZ999904,2015,10,904,HURTO EFECTUADO,5,USME,UPZ999,SIN LOCALIZACION,1
20151005UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,5,USME,UPZ999,SIN LOCALIZACION,2
20151006UPZ42904,2015,10,904,HURTO EFECTUADO,6,TUNJUELITO,UPZ42,VENECIA,61
20151006UPZ42905,2015,10,905,ATRACO / HURTO EN PROCESO,6,TUNJUELITO,UPZ42,VENECIA,245
20151006UPZ62904,2015,10,904,HURTO EFECTUADO,6,TUNJUELITO,UPZ62,TUNJUELITO,11
20151006UPZ62905,2015,10,905,ATRACO / HURTO EN PROCESO,6,TUNJUELITO,UPZ62,TUNJUELITO,72
20151007UPZ49904,2015,10,904,HURTO EFECTUADO,7,BOSA,UPZ49,APOGEO,7
20151007UPZ49905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ49,APOGEO,23
20151007UPZ84904,2015,10,904,HURTO EFECTUADO,7,BOSA,UPZ84,BOSA OCCIDENTAL,69
20151007UPZ84905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ84,BOSA OCCIDENTAL,273
20151007UPZ85904,2015,10,904,HURTO EFECTUADO,7,BOSA,UPZ85,BOSA CENTRAL,52
20151007UPZ85905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ85,BOSA CENTRAL,131
20151007UPZ86904,2015,10,904,HURTO EFECTUADO,7,BOSA,UPZ86,EL PORVENIR,33
20151007UPZ86905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ86,EL PORVENIR,97
20151007UPZ87904,2015,10,904,HURTO EFECTUADO,7,BOSA,UPZ87,TINTAL SUR,17
20151007UPZ87905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ87,TINTAL SUR,28
20151007UPZ999905,2015,10,905,ATRACO / HURTO EN PROCESO,7,BOSA,UPZ999,SIN LOCALIZACION,1
20151008UPZ113904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ113,BAVARIA,14
20151008UPZ113905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ113,BAVARIA,47
20151008UPZ44904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ44,AMERICAS,41
20151008UPZ44905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ44,AMERICAS,135
20151008UPZ45904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ45,CARVAJAL,34
20151008UPZ45905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ45,CARVAJAL,113
20151008UPZ46904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ46,CASTILLA,51
20151008UPZ46905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ46,CASTILLA,102
20151008UPZ47904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ47,KENNEDY CENTRAL,74
20151008UPZ47905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ47,KENNEDY CENTRAL,341
20151008UPZ48904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ48,TIMIZA,31
20151008UPZ48905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ48,TIMIZA,79
20151008UPZ78904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ78,TINTAL NORTE,12
20151008UPZ78905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ78,TINTAL NORTE,35
20151008UPZ79904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ79,CALANDAIMA,16
20151008UPZ79905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ79,CALANDAIMA,62
20151008UPZ80904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ80,CORABASTOS,18
20151008UPZ80905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ80,CORABASTOS,74
20151008UPZ81904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ81,GRAN BRITALIA,30
20151008UPZ81905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ81,GRAN BRITALIA,52
20151008UPZ82904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ82,PATIO BONITO,28
20151008UPZ82905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ82,PATIO BONITO,140
20151008UPZ83904,2015,10,904,HURTO EFECTUADO,8,KENNEDY,UPZ83,LAS MARGARITAS,6
20151008UPZ83905,2015,10,905,ATRACO / HURTO EN PROCESO,8,KENNEDY,UPZ83,LAS MARGARITAS,9
20151009UPZ110904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ110,CIUDAD SALITRE OCCIDENTAL,9
20151009UPZ110905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ110,CIUDAD SALITRE OCCIDENTAL,25
20151009UPZ112904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ112,GRANJAS DE TECHO,15
20151009UPZ112905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ112,GRANJAS DE TECHO,42
20151009UPZ114904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ114,MODELIA,17
20151009UPZ114905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ114,MODELIA,40
20151009UPZ115904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ115,CAPELLANIA,3
20151009UPZ115905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ115,CAPELLANIA,27
20151009UPZ117905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ117,AEROPUERTO EL DORADO,7
20151009UPZ75904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ75,FONTIBON,77
20151009UPZ75905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ75,FONTIBON,175
20151009UPZ76904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ76,FONTIBON SAN PABLO,11
20151009UPZ76905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ76,FONTIBON SAN PABLO,24
20151009UPZ77904,2015,10,904,HURTO EFECTUADO,9,FONTIBÓN,UPZ77,ZONA FRANCA,9
20151009UPZ77905,2015,10,905,ATRACO / HURTO EN PROCESO,9,FONTIBÓN,UPZ77,ZONA FRANCA,18
20151010UPZ105904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ105,JARDIN BOTANICO,2
20151010UPZ105905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ105,JARDIN BOTANICO,10
20151010UPZ116904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ116,ALAMOS,5
20151010UPZ116905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ116,ALAMOS,18
20151010UPZ26904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ26,LAS FERIAS,46
20151010UPZ26905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ26,LAS FERIAS,182
20151010UPZ29904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ29,MINUTO DE DIOS,25
20151010UPZ29905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ29,MINUTO DE DIOS,84
20151010UPZ30904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ30,BOYACA REAL,37
20151010UPZ30905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ30,BOYACA REAL,167
20151010UPZ31904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ31,SANTA CECILIA,28
20151010UPZ31905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ31,SANTA CECILIA,90
20151010UPZ72904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ72,BOLIVIA,11
20151010UPZ72905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ72,BOLIVIA,49
20151010UPZ73904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ73,GARCES NAVAS,75
20151010UPZ73905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ73,GARCES NAVAS,212
20151010UPZ74904,2015,10,904,HURTO EFECTUADO,10,ENGATIVÁ,UPZ74,ENGATIVA,56
20151010UPZ74905,2015,10,905,ATRACO / HURTO EN PROCESO,10,ENGATIVÁ,UPZ74,ENGATIVA,109
20151011UPR1904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPR1,UPR ZONA NORTE,21
20151011UPR1905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPR1,UPR ZONA NORTE,116
20151011UPZ17904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ17,SAN JOSE DE BAVARIA,14
20151011UPZ17905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ17,SAN JOSE DE BAVARIA,45
20151011UPZ18904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ18,BRITALIA,11
20151011UPZ18905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ18,BRITALIA,45
20151011UPZ19904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ19,EL PRADO,31
20151011UPZ19905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ19,EL PRADO,98
20151011UPZ20904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ20,LA ALHAMBRA,16
20151011UPZ20905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ20,LA ALHAMBRA,49
20151011UPZ23904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ23,CASA BLANCA SUBA,14
20151011UPZ23905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ23,CASA BLANCA SUBA,17
20151011UPZ24904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ24,NIZA,24
20151011UPZ24905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ24,NIZA,49
20151011UPZ25904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ25,LA FLORESTA,9
20151011UPZ25905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ25,LA FLORESTA,64
20151011UPZ27904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ27,SUBA,30
20151011UPZ27905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ27,SUBA,93
20151011UPZ28904,2015,10,904,HURTO EFECTUADO,11,SUBA,UPZ28,EL RINCON,76
20151011UPZ28905,2015,10,905,ATRACO / HURTO EN PROCESO,11,SUBA,UPZ28,EL RINCON,228
