Año,Nro del Mes,Mes,Nombre Dia,Rango del Dia,Localidad,Sexo,Delito,Modalidad,Arma Empleada,Numero Hechos
2020,02,FEB,JUEVES,MADRUGADA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MADRUGADA,09 - FONTIBÓN,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MADRUGADA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MADRUGADA,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA DE FUEGO,1
2020,02,FEB,JUEVES,MADRUGADA,12 - BARRIOS UNIDOS,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MADRUGADA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MADRUGADA,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,09 - FONTIBÓN,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,03 - SANTA FE,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑA ENTRE HIJO-PADRE,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,ACCIDENTAL,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,JUEVES,MAÑANA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,COMBUSTIBLE,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,MAÑANA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,TARDE,17 - CANDELARIA,FEMENINO,LESIONES PERSONALES,RIÑAS,NO REPORTADO,1
2020,02,FEB,JUEVES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,MANIFESTACION,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,01 - USAQUÉN,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,09 - FONTIBÓN,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,ATRACO,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,JUEVES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,09 - FONTIBÓN,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,15 - ANTONIO NARIÑO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,NO REPORTADO,1
2020,02,FEB,JUEVES,TARDE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,01 - USAQUÉN,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,01 - USAQUÉN,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,JUEVES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,12 - BARRIOS UNIDOS,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,13 - TEUSAQUILLO,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,TARDE,01 - USAQUÉN,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,01 - USAQUÉN,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,JUEVES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,06 - TUNJUELITO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,17 - CANDELARIA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,15 - ANTONIO NARIÑO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,06 - TUNJUELITO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,NOCHE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,01 - USAQUÉN,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,02,FEB,JUEVES,NOCHE,12 - BARRIOS UNIDOS,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,JUEVES,NOCHE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,06 - TUNJUELITO,FEMENINO,LESIONES PERSONALES,RIÑA ENTRE COMPAÑEROS PERMANENTES,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,15 - ANTONIO NARIÑO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA DE FUEGO,1
2020,02,FEB,JUEVES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,09 - FONTIBÓN,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,JUEVES,NOCHE,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,JUEVES,NOCHE,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,02,FEB,VIERNES,MADRUGADA,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,VIERNES,MADRUGADA,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,4
2020,02,FEB,VIERNES,MADRUGADA,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,02,FEB,VIERNES,MADRUGADA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,02,FEB,VIERNES,MADRUGADA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
