Año,Nro del Mes,Mes,Nombre Dia,Rango del Dia,Localidad,Sexo,Delito,Modalidad,Arma Empleada,Numero Hechos
2020,01,ENE,LUNES,MADRUGADA,09 - FONTIBÓN,FEMENINO,LESIONES PERSONALES,ACCIDENTAL,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,13 - TEUSAQUILLO,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MADRUGADA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MADRUGADA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,17 - CANDELARIA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,MADRUGADA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,VIOLENCIA INTRAFAMILIAR,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑA ENTRE COMPAÑEROS PERMANENTES,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,07 - BOSA,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MADRUGADA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,13 - TEUSAQUILLO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MADRUGADA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑA O CONFLICTO ENTRE PANDILLAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,09 - FONTIBÓN,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MAÑANA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MAÑANA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,MAÑANA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MAÑANA,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,3
2020,01,ENE,LUNES,MAÑANA,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,MAÑANA,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,MAÑANA,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,01 - USAQUÉN,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,01 - USAQUÉN,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,01,ENE,LUNES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,ATRACO,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,14 - LOS MÁRTIRES,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,TARDE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,3
2020,01,ENE,LUNES,TARDE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,TARDE,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,TARDE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,02 - CHAPINERO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,3
2020,01,ENE,LUNES,NOCHE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,NOCHE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA DE FUEGO,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,01 - USAQUÉN,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,12 - BARRIOS UNIDOS,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,LUNES,NOCHE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,18 - RAFAEL URIBE URIBE,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,LUNES,NOCHE,10 - ENGATIVÁ,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,FEMENINO,LESIONES PERSONALES,RIÑA ENTRE ESPOSOS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑA ENTRE ESPOSOS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,07 - BOSA,MASCULINO,LESIONES PERSONALES,INHALACION,ESCOPOLAMINA,1
2020,01,ENE,LUNES,NOCHE,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,FORCEJEO,CONTUNDENTES,1
2020,01,ENE,LUNES,NOCHE,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,01,ENE,LUNES,NOCHE,05 - USME,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,07 - BOSA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,13 - TEUSAQUILLO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,17 - CANDELARIA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,17 - CANDELARIA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,01,ENE,MARTES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,20 - SUMAPAZ,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,01 - USAQUÉN,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,MARTES,MADRUGADA,15 - ANTONIO NARIÑO,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,16 - PUENTE ARANDA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,16 - PUENTE ARANDA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,06 - TUNJUELITO,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MADRUGADA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,19 - CIUDAD BOLÍVAR,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MADRUGADA,18 - RAFAEL URIBE URIBE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,02 - CHAPINERO,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,2
2020,01,ENE,MARTES,MAÑANA,08 - KENNEDY,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,2
2020,01,ENE,MARTES,MAÑANA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MAÑANA,05 - USME,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,10 - ENGATIVÁ,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MAÑANA,04 - SAN CRISTÓBAL,FEMENINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MAÑANA,08 - KENNEDY,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,19 - CIUDAD BOLÍVAR,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,07 - BOSA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,09 - FONTIBÓN,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,11 - SUBA,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,03 - SANTA FE,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,04 - SAN CRISTÓBAL,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
2020,01,ENE,MARTES,MAÑANA,14 - LOS MÁRTIRES,FEMENINO,LESIONES PERSONALES,RIÑAS,CONTUNDENTES,1
2020,01,ENE,MARTES,MAÑANA,11 - SUBA,MASCULINO,LESIONES PERSONALES,RIÑAS,ARMA BLANCA / CORTOPUNZANTE,1
